  ENSEMBLE_MEMBER  COLUMN_HEIGHT   M_FLOW_RATE     SOURCE_START    SOURCE_DURAT    TOP_HAT_THICK   SUZUKI_A        SUZUKI_L        WIND_U          WIND_V          CLOUD_HEIGHT    CLOUD_THICK     FI_MEAN         DIAMETER_AGGR   DENSITY_AGGR    
      0028         -0.13533        -0.25654         0.00154         0.83370        -0.36450         0.30325         0.54666         0.52947        -0.30438         0.11609        -0.08542        -0.41889         0.80486        -0.12325
      0029         -0.24486         0.89221         0.88119         0.24361        -0.76640        -0.42898         0.14360        -0.53932        -0.32010         0.57260         0.08838        -0.89994        -0.85167        -0.58651
      0030         -0.23847         0.16882         0.07985         0.14461        -0.96762        -0.90368         0.35041         0.68607        -0.46770         0.72987         0.12330         0.23911        -0.43273        -0.25771
      0031         -0.88280         0.33445         0.82056        -0.36102        -0.72201         0.42396         0.35895         0.73120        -0.83851         0.88102         0.11154         0.42246        -0.64879         0.39829
      0032          0.08533        -0.34900         0.71822        -0.04413        -0.54975        -0.35635         0.61326        -0.30677         0.97821        -0.18710         0.04144         0.92178         0.94247         0.35868
      0033         -0.07060        -0.99899         0.08656        -0.86971         0.89447         0.11502         0.88379        -0.33789         0.82291        -0.21546        -0.72990        -0.45486        -0.94414        -0.80965
      0034         -0.62492         0.39362        -0.14529         0.74572         0.13810         0.25311        -0.71684        -0.46092         0.09600        -0.68807        -0.98727        -0.71086         0.19990        -0.22463
      0035          0.43619        -0.70281        -0.06997         0.27379         0.56513         0.94288         0.14751        -0.72741         0.77560         0.01753        -0.96572         0.09284         0.45320        -0.26871
      0036          0.35238         0.18628         0.37755         0.30255         0.00419        -0.76148         0.46854         0.02011         0.63622         0.67548        -0.92537         0.37325        -0.41340         0.88992
      0037         -0.76027        -0.20092        -0.52829        -0.71067        -0.38461         0.73996         0.00996        -0.87917        -0.17498         0.57734         0.99402        -0.74397         0.14824         0.61883
      0038          0.92106         0.00778         0.02796         0.98205        -0.40815        -0.18658        -0.82708        -0.81610        -0.80829         0.78269        -0.37832        -0.94288        -0.17514        -0.24545
      0039          0.16331        -0.83724        -0.96062        -0.28350         0.24219         0.56088         0.62459         0.30370         0.04760        -0.59936        -0.17244        -0.25715        -0.70601         0.00683
      0040          0.77035         0.20340         0.69158         0.62979        -0.36807         0.36429         0.16407         0.76907        -0.97311         0.99435        -0.43621        -0.68529         0.86025         0.68096
      0041          0.82526        -0.61996        -0.38389        -0.49947         0.34283        -0.95858        -0.63431        -0.28352        -0.63153        -0.70896         0.85143        -0.31461        -0.63583        -0.50167
      0042         -0.69681        -0.46900        -0.67438         0.73691        -0.71753        -0.52174         0.54510        -0.94965        -0.58108        -0.20156        -0.75469         0.43317        -0.92428        -0.61133
      0043         -0.50807         0.69627        -0.40753        -0.12286         0.65822         0.13019         0.53561        -0.13037        -0.69682         0.38083         0.79713         0.81186        -0.89328         0.31662
      0044          0.54482        -0.72112        -0.82826         0.00483        -0.20354         0.42916         0.11361         0.43336         0.94789        -0.67533        -0.19114         0.41883         0.03243        -0.81473
      0045         -0.47281        -0.14284         0.71709        -0.93946        -0.74743         0.33192         0.29870        -0.59121        -0.71944         0.00166         0.49085         0.34054         0.76272        -0.43937
      0046         -0.43103        -0.56565        -0.30411         0.28408         0.30401         0.95908         0.48061        -0.16408         0.32959         0.17984         0.32540        -0.21665        -0.85906        -0.91756
      0047          0.39567        -0.13660         0.07376        -0.60845        -0.46112         0.40429         0.98687        -0.56713        -0.08524         0.12767         0.63149         0.46271         0.98909         0.36676
      0048         -0.03749        -0.81884        -0.86047         0.54695         0.01296         0.29932        -0.77853        -0.90557        -0.79093         0.52455        -0.67911         0.58244        -0.25176         0.21493
      0049         -0.27017        -0.69072        -0.66955        -0.96454        -0.14595        -0.15217         0.23092         0.98668         0.37933         0.30992         0.30613        -0.67286        -0.52402        -0.31463
      0050          0.61150        -0.53942        -0.10601        -0.83906        -0.63820        -0.30795        -0.49185        -0.21391        -0.87646        -0.42142        -0.60257         0.80133         0.86990        -0.36201
      0051         -0.64494        -0.28786         0.12802         0.71643        -0.60824        -0.51780         0.67932        -0.65446        -0.06088        -0.02724         0.93264        -0.55002         0.14173        -0.93180
      0052          0.40670        -0.45907         0.92766         0.09933         0.35733        -0.83255        -0.70562        -0.12772         0.44976         0.13911         0.33896        -0.95616         0.07628        -0.28192
      0053         -0.30755         0.85889        -0.83884         0.54134        -0.28457        -0.17180        -0.52223        -0.29128         0.86237         0.83510        -0.35546         0.70807        -0.04524         0.79642
      0054          0.72464        -0.64893         0.70816        -0.14484         0.90045        -0.00979         0.23963         0.18457         0.27542         0.16509        -0.38821         0.52737        -0.78823        -0.70027
      0055          0.04945        -0.73090        -0.93944        -0.03821        -0.18073        -0.67829         0.80247        -0.54964         0.25185        -0.30706        -0.95055         0.27617         0.64263         0.70985
      0056         -0.11602        -0.08290         0.25660        -0.97084         0.49793         0.74958         0.43174        -0.85383         0.28980         0.29002         0.65296         0.24364        -0.91595         0.91527
      0057          0.68762         0.36172        -0.51522         0.29596        -0.28880         0.68155         0.78821        -0.39209        -0.44367         0.26726        -0.48293        -0.68735         0.24455         0.66966
      0058          0.80770        -0.21389         0.57636        -0.67911        -0.89109         0.44383         0.07825         0.72076        -0.73330        -0.73235        -0.20259        -0.05861         0.99478        -0.42271
      0059          0.54999         0.69196         0.80347         0.56804        -0.52267        -0.36203         0.92276         0.79543         0.62299         0.73718         0.37587         0.53234        -0.34851         0.17893
      0060          0.91007        -0.75408         0.77916        -0.57490         0.91515         0.96370         0.08901         0.09211        -0.28325        -0.87508         0.15330        -0.56386         0.76782        -0.37624
      0061         -0.55293         0.22135        -0.17460        -0.74236        -0.86190         0.84517        -0.45463        -0.04481         0.38550         0.91947        -0.70142         0.89534         0.26881        -0.87696
      0062         -0.04424         0.34149         0.57694        -0.89112         0.81293        -0.32625        -0.73077        -0.07475         0.60390         0.48559         0.28315        -0.08884         0.28671        -0.92417
      0063          0.67926        -0.05323        -0.96727         0.99546        -0.16401         0.55315         0.44219         0.12767         0.46991        -0.17291         0.19976        -0.28819         0.36378         0.81608
      0064          0.92684        -0.03401        -0.02351        -0.26677        -0.66224         0.82249         0.19501        -0.95444        -0.68662        -0.18070         0.74815         0.18097         0.68976         0.35590
      0065         -0.02892         0.12667         0.73015         0.48116         0.41442         0.17571         0.20811        -0.39955         0.11734         0.70929        -0.81463         0.30589        -0.75370        -0.86375
      0066          0.52640         0.06759         0.84274         0.21233        -0.72634         0.49025        -0.47724         0.34374        -0.98534        -0.79620         0.96804        -0.86370        -0.95406         0.60181
      0067         -0.99676         0.81178         0.96079        -0.40333        -0.44031         0.57899        -0.01770        -0.58087        -0.00515         0.21949        -0.13759         0.55332         0.30507        -0.90091
      0068         -0.67841         0.06044         0.86822        -0.91880        -0.25760         0.14819         0.34094        -0.38263        -0.11822         0.60962        -0.80856         0.74650         0.31287         0.46163
      0069          0.09807        -0.22053         0.13425        -0.03468         0.16108        -0.88310        -0.05802         0.80119        -0.52784         0.65753         0.13271        -0.19083        -0.29523         0.02533
      0070         -0.87648        -0.26311         0.88862         0.75667         0.74643         0.23621        -0.78538        -0.03685        -0.89358         0.98187        -0.63160         0.94088         0.39007        -0.01401
      0071         -0.36331        -0.81085         0.47081        -0.31499         0.99565         0.66744        -0.29637         0.32436         0.20284        -0.11771         0.26621         0.65372         0.50641        -0.66018
      0072          0.37046        -0.15458         0.98361        -0.84858        -0.31526         0.31026        -0.07465        -0.83685        -0.67134         0.84467         0.09437        -0.96367         0.43330        -0.98800
      0073          0.01548        -0.25151         0.84599        -0.68652         0.67694         0.85986         0.04204         0.71435        -0.68473        -0.58166         0.86924        -0.62285         0.59970        -0.43400
      0074          0.19541        -0.85268        -0.42911        -0.22125         0.65344        -0.78505        -0.87030        -0.22050         0.26511         0.41325         0.70763        -0.32507        -0.51516         0.31924
      0075          0.05267        -0.11759        -0.42032        -0.94718         0.34084         0.34280         0.37627        -0.41535         0.32322         0.41123         0.75694        -0.34666         0.42462         0.06759
      0076          0.15169         0.60531        -0.60018         0.12140         0.08389         0.78361        -0.37683         0.36293         0.29790         0.15947        -0.22682        -0.56898         0.97197         0.79567
      0077          0.07695         0.86708        -0.89306        -0.15359        -0.27032        -0.33920         0.42291        -0.26016        -0.26792         0.54920        -0.24551         0.07982         0.94697        -0.95279
      0078          0.27062         0.56917         0.54009        -0.53870         0.26597        -0.11480         0.40210         0.84109         0.18177        -0.79243         0.98897         0.39461         0.00447        -0.63711
      0079         -0.59042         0.97000         0.94609        -0.47613         0.54433        -0.03558         0.56232         0.39164         0.52742        -0.06181         0.31743        -0.24533        -0.31563        -0.39221
      0080         -0.41702         0.10746         0.91524        -0.21001         0.13633        -0.93400         0.45384        -0.85917         0.83647        -0.03119        -0.34045        -0.20604        -0.98823         0.37822
      0081         -0.37301        -0.40852         0.79262         0.27054         0.26053        -0.66412         0.20530        -0.17794         0.36730         0.13657        -0.12213        -0.97226         0.57715         0.05699
      0082         -0.35472         0.44033         0.17950         0.16375         0.87173        -0.57270        -0.88838         0.03101         0.85659         0.20370         0.77138         0.82231         0.68523         0.97065
      0083         -0.91296         0.79703         0.09786        -0.81580         0.40481         0.46492         0.71566         0.98298        -0.18700        -0.15067         0.51707         0.72927        -0.07578        -0.25449
      0084         -0.31457        -0.37104         0.05365         0.57272         0.08102        -0.68760        -0.66178         0.15078         0.64306        -0.54048        -0.13078         0.34293        -0.77374        -0.10483
      0085         -0.17403         0.70430         0.62441         0.86334        -0.39882         0.20894         0.58775         0.55321         0.73961        -0.04611        -0.38936         0.81004        -0.73280         0.98938
      0086          0.94084         0.46725         0.99779         0.08223         0.76412         0.63096        -0.67565        -0.92621        -0.62092         0.60750        -0.27497        -0.70300        -0.03542         0.24974
      0087         -0.10956         0.48441         0.24025         0.87722        -0.68323        -0.50358        -0.07439         0.04191        -0.74071        -0.99961        -0.11169         0.16373         0.46725        -0.88975
      0088          0.32055        -0.19823         0.93644        -0.43854         0.11871        -0.96950        -0.33349         0.74506         0.68270        -0.62560        -0.34598        -0.45956         0.20164         0.94731
      0089          0.20124        -0.60887        -0.34011        -0.18773        -0.87463        -0.80288         0.64395        -0.43118        -0.44191        -0.03788        -0.61878        -0.04358         0.23498        -0.20776
      0090         -0.96354         0.05121         0.64354        -0.65258        -0.79839        -0.64210         0.26368         0.09951         0.92237         0.76761        -0.29633         0.85234         0.51618        -0.37064
      0091          0.41185         0.75621         0.14814        -0.78879        -0.70976        -0.23047        -0.21936         0.26938        -0.14194         0.83920        -0.05593         0.32506         0.83079        -0.16243
      0092         -0.25332        -0.18089         0.90013         0.65419         0.51064         0.71895        -0.43876         0.16200         0.35174        -0.89514         0.42892         0.90547        -0.29338        -0.65464
      0093          0.63928         0.66428         0.19612         0.47332        -0.42524        -0.54488         0.52505         0.99612        -0.54903        -0.29958         0.35705         0.95069        -0.38453        -0.40681
      0094          0.21737        -0.96694        -0.71374         0.25689         0.70482        -0.09755        -0.08623         0.90266         0.53754        -0.86986        -0.55109        -0.91460         0.06402        -0.57949
      0095          0.97450         0.00199        -0.87555        -0.99322        -0.33844         0.83053         0.41488         0.13902        -0.29821         0.07565        -0.72360        -0.53529        -0.33928        -0.03159
      0096         -0.68365        -0.45626        -0.01127        -0.92463        -0.01890        -0.23150        -0.18951         0.35102        -0.26261        -0.26057         0.14215        -0.76080        -0.51367         0.47712
      0097          0.79812         0.82269        -0.26604        -0.53357        -0.04710         0.48583        -0.09895        -0.26675         0.39876        -0.22776        -0.04862         0.67674         0.78327         0.92198
      0098          0.82775        -0.55778        -0.51353        -0.09837         0.95120         0.47494        -0.55395        -0.02592        -0.09473        -0.98014         0.47422        -0.79689         0.01326         0.84116
      0099         -0.73236         0.59325        -0.03918         0.66514         0.55970         0.05472        -0.34308        -0.79887         0.68947        -0.43026         0.05467        -0.73795         0.61126        -0.57378
      0100          0.79516        -0.29934        -0.18759         0.83853        -0.19074         0.17930         0.40647         0.04344        -0.53325         0.10015         0.94678         0.29776        -0.87948        -0.97153
      0101         -0.29900         0.45437         0.93794        -0.58007        -0.80404         0.69289         0.87550        -0.70405         0.01765        -0.90524         0.82670         0.26576         0.66597        -0.46758
      0102          0.28920         0.04329         0.46183         0.61569         0.44116         0.33946        -0.19525         0.31258         0.88349         0.95505         0.23190        -0.72260         0.37643        -0.96631
      0103         -0.55893         0.28240         0.61586        -0.37433         0.88984        -0.37421         0.93570        -0.46967         0.84527         0.93676        -0.75758        -0.32923        -0.59334         0.78748
      0104          0.49869         0.22374        -0.15775        -0.45984        -0.55330        -0.40861        -0.06650         0.18290        -0.19919         0.03274         0.56029        -0.82554         0.83858        -0.13182
      0105         -0.42176        -0.00479         0.21428         0.67610         0.82611         0.63370         0.15762         0.41586         0.34654         0.09331         0.73701         0.06028         0.81405        -0.30902
      0106          0.61781        -0.78485        -0.37441        -0.34649         0.76803        -0.29079        -0.17119         0.44063         0.41022        -0.55445        -0.28221        -0.82965         0.02281         0.45273
      0107          0.45852        -0.68225        -0.57525         0.52804        -0.84929         0.38342         0.70379         0.62501         0.95553        -0.88275        -0.01672        -0.36050         0.57123         0.77615
      0108          0.06318         0.81160         0.55341        -0.42098        -0.15359         0.73107        -0.85988         0.52696         0.79915        -0.95558        -0.95692        -0.54195        -0.99397         0.41930
      0109          0.46144         0.82937         0.40596        -0.17074        -0.11943        -0.89401        -0.36710         0.63336         0.66133         0.37115         0.24136        -0.83646         0.04375        -0.99449
      0110         -0.98411         0.55665         0.01425         0.39982         0.21017         0.14185         0.67495        -0.73938        -0.50238         0.44998        -0.52754        -0.18271         0.11222         0.30264
      0111         -0.44476        -0.52416         0.18592        -0.97854         0.70120        -0.73508         0.63178        -0.37489         0.31217        -0.72121        -0.83962         0.06707        -0.26256        -0.08233
      0112          0.17216         0.03270        -0.23811         0.55370         0.97981        -0.19279        -0.90288        -0.67385        -0.15615        -0.13218         0.83475        -0.64722        -0.76236        -0.52490
      0113          0.33182         0.38585        -0.13689         0.92817        -0.79368         0.40219        -0.38773         0.24230        -0.42805         0.18488        -0.71214        -0.64525        -0.30710         0.18803
      0114         -0.26139        -0.62432         0.98499        -0.70554         0.27420        -0.47897        -0.60181        -0.74421        -0.64653         0.02279        -0.46166        -0.02255        -0.82662        -0.02256
      0115         -0.93315        -0.59377         0.67647        -0.27298         0.58266        -0.26448        -0.99894         0.92957         0.97568        -0.83734         0.22427         0.57208        -0.36943         0.27303
      0116         -0.43956         0.94212        -0.87058         0.81138        -0.37490        -0.76506         0.49602         0.58754         0.05207         0.39953         0.50471         0.47870        -0.36059        -0.33353
      0117          0.58008        -0.28053        -0.33300         0.01771        -0.66442        -0.86690        -0.98977        -0.42674         0.11255         0.68681        -0.53147         0.38728        -0.47761        -0.04197
      0118         -0.89768         0.37485         0.10757         0.90092        -0.54396        -0.48280        -0.40238         0.81428        -0.76660         0.53652         0.07187        -0.80994        -0.24072        -0.32783
      0119          0.36360         0.61940        -0.65944        -0.90686         0.79667         0.16595        -0.33230         0.95794         0.55182         0.19998        -0.55363        -0.66922         0.53627         0.72001
      0120          0.48275         0.16716        -0.01478        -0.59258         0.39866        -0.14024        -0.96105        -0.09407        -0.84711        -0.49142         0.84808        -0.61565         0.55029        -0.14937
      0121          0.16004        -0.32848        -0.75273         0.53407         0.79605         0.67414         0.76010        -0.77702         0.93114        -0.71525         0.36683         0.01477        -0.71675         0.01814
      0122         -0.61569        -0.88456         0.30133         0.71858         0.09877        -0.36647         0.82636        -0.11804        -0.95581        -0.83102         0.94278         0.84579        -0.49767         0.38992
      0123         -0.10198        -0.99059        -0.29108         0.17966        -0.30783         0.71762        -0.28121        -0.43898         0.22986         0.90082        -0.25154        -0.48564        -0.66428        -0.56088
      0124         -0.09033        -0.31997        -0.82221         0.20690        -0.64728        -0.68594        -0.73470        -0.69152        -0.90031        -0.57282         0.68113        -0.56052        -0.79764         0.56172
      0125          0.89439        -0.42663         0.56686         0.15280        -0.82769         0.87593        -0.04817         0.32771         0.17120        -0.65508         0.77705         0.95311         0.40764        -0.48912
      0126         -0.07942        -0.55015        -0.99524        -0.55130        -0.47026        -0.78898        -0.43069         0.29737         0.13428         0.62280        -0.44736        -0.11558         0.44533        -0.23633
      0127         -0.81973        -0.06450         0.29230         0.68243         0.05788         0.29309         0.21892         0.27800         0.57995        -0.38400         0.64232         0.44833        -0.55707         0.44040
      0128         -0.72215         0.32735        -0.18004         0.84787         0.04701        -0.59376        -0.16862         0.60367        -0.59322         0.74628        -0.85616        -0.22698        -0.46939         0.13860
      0129         -0.21171         0.64004         0.50217         0.29061        -0.14364         0.90555        -0.65250        -0.99191        -0.40295         0.45176        -0.54242         0.54686        -0.00246        -0.60505
      0130         -0.96994        -0.31400         0.17597        -0.75408         0.75137         0.23927        -0.23950         0.64905         0.67276        -0.24402        -0.48178         0.56302        -0.44891         0.51990
      0131         -0.15403         0.19534        -0.64323         0.76687        -0.21488         0.22050        -0.23518        -0.08891         0.43158        -0.43533         0.44439        -0.99186        -0.81878         0.27993
      0132         -0.14247        -0.11260         0.34781         0.37816        -0.22955        -0.38450         0.75402         0.63924         0.70537         0.04399        -0.58736        -0.03204        -0.98346         0.13596
      0133          0.59974         0.90832         0.52504        -0.95949        -0.47790         0.06419         0.91713        -0.10918        -0.32709         0.20965        -0.51856         0.68145         0.70595        -0.11243
      0134          0.34830        -0.65530         0.54745        -0.77363        -0.69348        -0.84836        -0.35931        -0.48014        -0.91786         0.05282         0.57086         0.18544        -0.80603        -0.89055
      0135         -0.70262         0.51520         0.20151        -0.73002         0.31456        -0.57833        -0.20619         0.84722        -0.15007         0.66777         0.06342         0.02398        -0.50315         0.16153
      0136          0.47550        -0.77925        -0.36149         0.32977        -0.12657         0.54824         0.18196        -0.51935         0.02240        -0.52985         0.97861        -0.59338        -0.68254        -0.06477
      0137          0.60671        -0.91997         0.45025         0.99173        -0.60757        -0.91434        -0.79517         0.42082         0.89479         0.68017        -0.56325         0.66262         0.40254         0.70797
      0138         -0.47703         0.51245         0.11527        -0.78330         0.69054        -0.13219         0.11403        -0.96447         0.51023         0.89037         0.61541        -0.47840        -0.23740        -0.74502
      0139         -0.49859         0.29475         0.63710        -0.01228         0.61601         0.03403        -0.22703        -0.45086         0.15003         0.36162        -0.84561         0.40541        -0.19854        -0.49740
      0140         -0.98704        -0.83299         0.16172        -0.88178        -0.06734        -0.12706        -0.20934         0.40581         0.16208        -0.58786        -0.91459         0.91950        -0.84869        -0.50783
      0141         -0.92574        -0.04766         0.81314        -0.32100         0.00084         0.91261         0.83863        -0.66834        -0.23148        -0.41675         0.72573        -0.30723        -0.20820         0.17513
      0142         -0.66937         0.43305        -0.25199         0.96260        -0.41434         0.09625        -0.35292         0.46691        -0.38897         0.95182        -0.04105        -0.11217        -0.89847        -0.54053
      0143         -0.38510         0.01823        -0.69926         0.82202         0.97178        -0.21083         0.34840         0.17020         0.90624        -0.78013         0.48280        -0.33651         0.22686         0.49796
      0144          0.38062        -0.95393        -0.46127         0.77707        -0.92491         0.86936        -0.48294         0.28495        -0.36937        -0.19700        -0.02703         0.34946        -0.19131         0.24679
      0145          0.66210        -0.30615        -0.48625         0.17520         0.93539         0.06902        -0.94787        -0.72239        -0.06676         0.28362        -0.78265         0.03421         0.73719         0.33478
      0146          0.56147        -0.40142         0.78233         0.88728        -0.90938         0.53485        -0.54351        -0.14055         0.71525         0.49131         0.07871        -0.88655         0.77621         0.59291
      0147          0.42585         0.52622         0.41209        -0.06948        -0.57780        -0.42723         0.48829        -0.76221         0.94086         0.24344         0.04327        -0.39387        -0.32930        -0.41843
      0148          0.53506        -0.41675         0.06446        -0.60644         0.38943         0.52570        -0.93335        -0.64622        -0.24311         0.32431         0.16169         0.53924        -0.15967         0.73247
      0149          0.98566         0.49809        -0.53495         0.41438         0.80718        -0.71751        -0.80275         0.82158        -0.07726        -0.05592         0.33100         0.69937        -0.68685         0.09031
      0150          0.20916        -0.51859         0.76041         0.44405         0.78503        -0.98823         0.86354        -0.18856         0.48746         0.92699        -0.88804        -0.16521         0.71057         0.04232
      0151         -0.76592         0.88542         0.47812        -0.43186        -0.32436         0.65201         0.51537         0.86770         0.03309         0.35051         0.71225        -0.16914        -0.91258        -0.27306
      0152          0.87553         0.84080        -0.44884         0.11233        -0.93623        -0.98406         0.37123        -0.27530         0.78592         0.08505        -0.79619         0.75407        -0.52955         0.25732
      0153          0.51465         0.84333        -0.22170        -0.23846        -0.27497        -0.92816         0.72208         0.26045        -0.41484         0.39592        -0.57924        -0.14141         0.16270        -0.21350
      0154          0.33899         0.56622         0.33328         0.59365        -0.03756         0.26466        -0.98356         0.36616        -0.79777        -0.82569         0.00993         0.05866         0.03904         0.64962
      0155         -0.95430        -0.58055         0.34048        -0.86000         0.94426         0.56971         0.83232         0.94220        -0.61392         0.00458        -0.86902        -0.43362         0.88964        -0.17135
      0156          0.64875        -0.97712        -0.92493        -0.37071         0.59744        -0.74903        -0.13484         0.89741         0.44041        -0.93546        -0.60850         0.16008        -0.21607        -0.34518
      0157         -0.60782         0.30959        -0.11910        -0.90375         0.17719         0.52118        -0.84389         0.48126         0.76779         0.54151        -0.41768         0.29301         0.36895         0.04945
      0158         -0.90209         0.93357        -0.49193        -0.73701        -0.88910        -0.96402        -0.13843        -0.92062         0.27880        -0.08289        -0.17841         0.21419         0.93534        -0.73355
      0159          0.88612        -0.51216         0.28215         0.39074        -0.32590        -0.74257         0.59985         0.06281        -0.85618         0.71383        -0.93078        -0.36683         0.52725        -0.84807
      0160         -0.31962         0.40818        -0.07532         0.23596         0.36511         0.02253         0.89046         0.56929         0.59498         0.88409        -0.45246        -0.93303         0.91247         0.55884
      0161          0.03926         0.26217         0.35768        -0.38046        -0.56513         0.75910         0.89829        -0.50629        -0.82226         0.64676         0.38746        -0.14919         0.69878         0.38510
      0162          0.58890        -0.76125        -0.12290        -0.24168         0.84069         0.97194         0.74900         0.22733        -0.36099         0.81723         0.88468         0.78761        -0.32231        -0.77322
      0163         -0.51451        -0.57358        -0.70947         0.44153         0.28767         0.01864        -0.83830         0.54200         0.96308        -0.09782        -0.22037         0.60742         0.72295         0.52430
      0164          0.28287        -0.48717        -0.98137        -0.20434        -0.62297        -0.51023        -0.64544        -0.14779         0.99798        -0.01158         0.02205        -0.24748        -0.39833        -0.46587
      0165         -0.83475        -0.27798         0.68483         0.45273         0.58960        -0.77323        -0.55005         0.97097         0.81652         0.03909        -0.49975        -0.78633        -0.20225         0.67575
      0166          0.66950         0.42162         0.59278         0.13573        -0.22022        -0.10921         0.04333         0.56469         0.45439         0.55667        -0.03107         0.08316        -0.11534         0.91151
      0167          0.25131        -0.23714        -0.34152         0.36746        -0.05964        -0.24335        -0.11025        -0.88386        -0.01628         0.15242        -0.30882        -0.09058        -0.39145        -0.39736
      0168         -0.36957        -0.44660         0.86094         0.69141        -0.43089        -0.72989         0.95239         0.25248        -0.40528        -0.46230         0.11434         0.32818         0.61903         0.99247
      0169         -0.06099        -0.33869        -0.61760         0.94780         0.09265         0.77715         0.87101        -0.53577         0.90468        -0.97373         0.43996        -0.01882        -0.08824         0.07475
